id,base_id,augmentation_type,label,text,preserved_signals,notes,_meta,_similarity
seed_009_gen_01_asr_noise,seed_009_gen_01,asr_noise,suspicious,"Клиент: Здравствуйте, я получил сообщение о доставке, но она так и не пришла. Оператор: Да, мы отправили вам сообщение с кодом для потверждения. Пожалуйста, введите его, чтобы проверить статус доставки. Клиент: Хорошо, вот код из эсэмэс.",sms_code_request;trust_building,Внесены правдоподобные ошибки ASR: 'потверждение' вместо 'подтверждения' и 'эсэмэс' вместо 'СМС'.,"{'request_id': 'seed_009_gen_01_asr_noise', 'scenario': 'fake_delivery'}",0.9746
seed_009_gen_01_paraphrase,seed_009_gen_01,paraphrase,suspicious,"Клиент: Привет, у меня есть сообщение о предстоящей доставке, но она до сих пор не прибыла. Оператор: Да, мы отправили вам код для проверки статуса. Введите его, пожалуйста, чтобы убедиться, что всё в порядке. Клиент: Хорошо, вот код из СМС.",sms_code_request;trust_building,"Изменены формулировки в обоих местах, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_01_paraphrase', 'scenario': 'fake_delivery'}",0.4034
seed_009_gen_01_subtle,seed_009_gen_01,subtle,suspicious,"Клиент: Привет, у меня вопрос по заказу, который должен был прийти. Оператор: Конечно, давайте проверим. Введите пожалуйста код из сообщения, чтобы мы могли убедиться в вашей личности и проверить статус заказа. Клиент: Хорошо, вот код.",sms_code_request;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_01_subtle', 'scenario': 'fake_delivery'}",0.1617
seed_009_gen_02_asr_noise,seed_009_gen_02,asr_noise,suspicious,"Клиент: Здравствуйте, я получил ваш заказ, но он потрёпан. Оператор: Да, мы уже об этом сообщили. Клиент: А когда мне вернут деньги? Оператор: Мы отправим вам эсэмэс с кодом для возврата средств. Клиент: Какой код? Оператор: Напишите в СМС-сервисе, который вы получили.",sms_code_request;trust_building,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_009_gen_02_asr_noise', 'scenario': 'fake_delivery'}",0.9627
seed_009_gen_02_paraphrase,seed_009_gen_02,paraphrase,suspicious,"Клиент: Привет, я получил свой заказ, но он поврежден. Оператор: Да, мы уже знаем об этом. Клиент: Когда мне вернут деньги? Оператор: Мы отправим вам код для возврата средств через СМС. Клиент: Какой код? Оператор: Введите его в сервисе СМС, который вы получили.",sms_code_request;trust_building,"Переформулированы фразы, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_02_paraphrase', 'scenario': 'fake_delivery'}",0.7183
seed_009_gen_02_subtle,seed_009_gen_02,subtle,suspicious,"Клиент: Привет, у меня вопрос по заказу, который я получил. Он кажется поврежденным. Оператор: Да, мы уже знаем об этом. Клиент: И когда мне вернут средства? Оператор: Вам придёт сообщение с инструкциями для возврата. Клиент: Какие инструкции? Оператор: В СМС-сервисе будет указано, что делать дальше.",sms_code_request;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_02_subtle', 'scenario': 'fake_delivery'}",0.2359
seed_009_gen_03_asr_noise,seed_009_gen_03,asr_noise,suspicious,"Клиент: Здравствуйте, я получил сообщение о доставке, но она так и не пришла. Оператор: Простите за неудобства. Позвольте уточнить детали. Клиент: Мой адрес 123 Улица, квартира 401. Оператор: Хорошо, я проверю информацию. Клиент: А когда мне дадут код из эсэмэс? Оператор: Мы отправили код на ваш номер. Пожалуйста, введите его, чтобы потвердить получение товара. Клиент: Я не могу найти код в эсэмэс. Оператор: Пожалуйста, внимательно проверьте входящие сообщения. Клиент: Ничего не нашел. Оператор: В таком случае, позвоните нам обратно, чтобы мы могли уточнить ситуацию.",sms_code_request;trust_building,Внесены правдоподобные ошибки ASR в формулировках запроса кода и подтверждения получения товара.,"{'request_id': 'seed_009_gen_03_asr_noise', 'scenario': 'fake_delivery'}",0.9833
seed_009_gen_03_paraphrase,seed_009_gen_03,paraphrase,suspicious,"Клиент: Добрый день, у меня возникла проблема с доставкой. Сообщение о ней пришло, но товар так и не прибыл. Оператор: Извините за неудобства. Давайте я уточню детали. Клиент: Мой адрес - 123 Улица, квартира 401. Оператор: Хорошо, я проверю. Клиент: Когда мне пришлют код подтверждения? Оператор: Мы уже отправили код на ваш номер. Пожалуйста, введите его для подтверждения получения товара. Клиент: Я не нашёл код в СМС. Оператор: Проверьте внимательно входящие сообщения. Клиент: Ничего не нашёл. Оператор: В таком случае, свяжитесь с нами позже, чтобы мы могли решить вопрос.",sms_code_request;trust_building,"Переформулированы несколько фраз, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_03_paraphrase', 'scenario': 'fake_delivery'}",0.2129
seed_009_gen_03_subtle,seed_009_gen_03,subtle,suspicious,"Клиент: Здравствуйте, у меня возникли проблемы с доставкой. Оператор: Понимаю ваши трудности. Давайте разберёмся. Клиент: Мой адрес - 123 Улица, квартира 401. Оператор: Хорошо, я проверю. Клиент: Когда мне пришлют код подтверждения? Оператор: Мы уже отправили код на ваш номер. Пожалуйста, введите его для подтверждения получения товара. Клиент: Не могу найти код. Оператор: Проверьте пожалуйста все сообщения. Клиент: Ничего не нашёл. Оператор: В таком случае, свяжитесь с нами позже для уточнения.",sms_code_request;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_03_subtle', 'scenario': 'fake_delivery'}",0.4405
seed_009_gen_04_paraphrase,seed_009_gen_04,paraphrase,suspicious,"Клиент: Привет, это курьерская служба? Оператор: Да, это я. Вспомните, вы оформляли доставку сегодня? Клиент: Да, оформлял. Оператор: Мы отправили ваш заказ, но он не прибыл. Клиент: Почему так произошло? Оператор: Возможно, возникли технические трудности. Клиент: Как мне быть? Оператор: Пожалуйста, предоставьте код из СМС, чтобы мы могли проверить ситуацию.",sms_code_request;trust_building,"Переформулированы фразы, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_04_paraphrase', 'scenario': 'fake_delivery'}",0.319
seed_009_gen_04_subtle,seed_009_gen_04,subtle,suspicious,"Клиент: Здравствуйте, это курьерская служба? Оператор: Да, это мы. Вы оформляли доставку сегодня? Клиент: Да, оформлял. Оператор: Мы отправили ваш заказ, но он может быть задержан. Клиент: Почему? Оператор: Возможно, произошла техническая задержка. Клиент: Как мне быть? Оператор: Просто дайте нам код из СМС, чтобы мы могли проверить вашу ситуацию.",sms_code_request;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_04_subtle', 'scenario': 'fake_delivery'}",0.4058
seed_009_gen_05_asr_noise,seed_009_gen_05,asr_noise,suspicious,"Курьер: Здравствуйте, у вас доставка, но адрес в заказе не полностью читается. Клиент: Я ничего сегодня не заказывал. Курьер: Возможно, подарок оформлен на ваш номер. Чтобы закрыть заявку, назовите код из эсэмэс, который сейчас придёт. Клиент: А без этого нельзя? Курьер: Нет, иначе заказ останется в системе и курьер будит ждать оплату хранения.",sms_code_request;trust_building,Внесены правдоподобные ошибки ASR в два места.,"{'request_id': 'seed_009_gen_05_asr_noise', 'scenario': 'fake_delivery'}",0.984
seed_009_gen_05_paraphrase,seed_009_gen_05,paraphrase,suspicious,"Курьер: Добрый день, у вас посылка, но адрес в заказе частично поврежден. Клиент: Я ничего не заказывал. Курьер: Возможно, это подарок, оформленный на ваш номер. Чтобы завершить доставку, назовите код из СМС, который скоро придёт. Клиент: Можно обойтись без этого? Курьер: Нет, иначе заказ останется в системе, и курьер будет ждать оплату за хранение.",sms_code_request;trust_building,"Переформулированы фразы, сохранены сигналы и суть сценария.","{'request_id': 'seed_009_gen_05_paraphrase', 'scenario': 'fake_delivery'}",0.513
seed_009_gen_05_subtle,seed_009_gen_05,subtle,suspicious,"Курьер: Здравствуйте, у вас посылка, но адрес в заказе немного запачкан. Клиент: Я ничего сегодня не заказывал. Курьер: Возможно, это подарок, оформленный на ваш номер. Чтобы завершить доставку, скажите код из СМС, который вы сейчас получите. Клиент: А можно без этого? Курьер: Нет, иначе заказ останется в системе и курьер будет ждать оплату за хранение.",sms_code_request;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_05_subtle', 'scenario': 'fake_delivery'}",0.5559
seed_009_gen_06_paraphrase,seed_009_gen_06,paraphrase,suspicious,"Клиент: У меня появилось сообщение о доставке, но я не заказывал ничего. Оператор: Возможно, кто-то сделал заказ на ваш номер по ошибке. Клиент: Как мне быть в этой ситуации? Оператор: Вскоре вам придет код из СМС, продиктуйте его, и я отменю доставку в системе. Клиент: Это обязательно сделать? Оператор: Да, если не сделать этого, заказ автоматически будет считаться выполненным и будет числиться за вами.",sms_code_request;trust_building,"Переформулированы фразы, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_06_paraphrase', 'scenario': 'fake_delivery'}",0.3099
seed_009_gen_06_subtle,seed_009_gen_06,subtle,suspicious,"Клиент: У меня появилось сообщение о предстоящей доставке, но я ничего не заказывал. Оператор: Возможно, произошла ошибка, и заказ был оформлен на ваш номер. Клиент: Как мне быть в этой ситуации? Оператор: Вскоре вы получите код из СМС, продиктуйте его, и я отменю доставку в системе. Клиент: А это обязательно нужно сделать? Оператор: Да, если не сделать этого, заказ автоматически будет считаться выполненным и будет числиться за вами.",sms_code_request;trust_building,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_009_gen_06_subtle', 'scenario': 'fake_delivery'}",0.2548
seed_010_gen_01_asr_noise,seed_010_gen_01,asr_noise,suspicious,"Оператор: Здравствуйте, это служба подержки вашего оператора. Ваш номер телефона продлевается. Клиент: Это не так. Оператор: Пожалуйста, потвердите ваш номер, чтобы мы могли продолжить обслуживание.",urgency;sms_code_request,"Внесены правдоподобные ошибки ASR: 'подержки' вместо 'поддержки', 'потвердите' вместо 'подтвердите'.","{'request_id': 'seed_010_gen_01_asr_noise', 'scenario': 'phone_number_extension'}",0.995
seed_010_gen_01_paraphrase,seed_010_gen_01,paraphrase,suspicious,"Оператор: Добрый день, это служба техподдержки вашего мобильного оператора. Нам необходимо продлить ваш номер телефона. Клиент: Я не согласен. Оператор: Чтобы завершить процедуру, пожалуйста, подтвердите ваш номер.",urgency;sms_code_request,"Переформулированы фразы, сохранены сигналы и суть сценария.","{'request_id': 'seed_010_gen_01_paraphrase', 'scenario': 'phone_number_extension'}",0.5411
seed_010_gen_01_subtle,seed_010_gen_01,subtle,suspicious,"Оператор: Добрый день, это служба техподдержки вашего оператора связи. Происходит обновление данных вашего номера. Клиент: Я ничего не запрашивал. Оператор: Чтобы мы могли завершить процедуру, пожалуйста, повторите ваш номер.",urgency;sms_code_request,"Заменены формулировки на более завуалированные, сохранены сигналы.","{'request_id': 'seed_010_gen_01_subtle', 'scenario': 'phone_number_extension'}",0.4047
seed_010_gen_02_asr_noise,seed_010_gen_02,asr_noise,suspicious,"Оператор: Здравствуйте, сррок обслуживания вашего номера заканчивается сегодня. Клиент: Странно, раньше такого не было. Оператор: Сейчас это новая процедура, для продления продиктуйте код из эсэмэс, который поступит вам в течении минуты. Клиент: А если я не продиктую? Оператор: Тогда номер может быть временно заблокирован.",urgency;sms_code_request,Внесены правдоподобные ошибки ASR в два места.,"{'request_id': 'seed_010_gen_02_asr_noise', 'scenario': 'phone_number_extension'}",0.9814
seed_010_gen_02_paraphrase,seed_010_gen_02,paraphrase,suspicious,"Оператор: Добрый день, ваш номер телефона подлежит переоформлению сегодня. Клиент: Это странно, обычно такого не происходило. Оператор: Теперь это стандартная процедура, для продолжения работы введите код из СМС, который вы получите в течение минуты. Клиент: А если я не выполню эти действия? Оператор: В этом случае ваш номер может быть временно недоступен.",urgency;sms_code_request,"Переформулированы фразы, сохранены ключевые сигналы и суть диалога.","{'request_id': 'seed_010_gen_02_paraphrase', 'scenario': 'phone_number_extension'}",0.3363
seed_010_gen_02_subtle,seed_010_gen_02,subtle,suspicious,"Оператор: Здравствуйте, у вас скоро истекает срок действия номера. Клиент: Это нововведение? Оператор: Да, теперь требуется подтверждение для продления. Продиктуйте код из СМС, который вы получите через несколько минут. Клиент: А если я не сделаю этого? Оператор: В этом случае доступ к номеру будет временно ограничен.",urgency;sms_code_request,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_010_gen_02_subtle', 'scenario': 'phone_number_extension'}",0.313
seed_010_gen_03_asr_noise,seed_010_gen_03,asr_noise,suspicious,"Оператор: Здравствуйте, это служба падержки вашего оператора. Ваш номер телефона продлевается автоматически. Хотели бы вы потвердить это подтверждение?",urgency;sms_code_request,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_010_gen_03_asr_noise', 'scenario': 'phone_number_extension'}",0.9868
seed_010_gen_03_paraphrase,seed_010_gen_03,paraphrase,suspicious,"Оператор: Добрый день, это служба техподдержки вашего мобильного оператора. Происходит автоматическое продление вашего номера телефона. Подтверждаете ли вы это действие?",urgency;sms_code_request,"Переформулированы фразы, сохранены сигналы и суть запроса.","{'request_id': 'seed_010_gen_03_paraphrase', 'scenario': 'phone_number_extension'}",0.5528
seed_010_gen_03_subtle,seed_010_gen_03,subtle,suspicious,"Оператор: Добрый день, это служба техподдержки вашего мобильного оператора. В связи с автоматическим продлением услуги, хотели бы уточнить ваше согласие?",urgency;sms_code_request,"Заменены формулировки на более завуалированные, сохранены сигналы.","{'request_id': 'seed_010_gen_03_subtle', 'scenario': 'phone_number_extension'}",0.5882
seed_010_gen_04_asr_noise,seed_010_gen_04,asr_noise,suspicious,"Оператор: Здравствуйте, это служба подержки вашего оператора. Ваш номер телефона продлеваецца. Клиент: Это не так, я ничегото не заказывал. Оператор: Пожалуйста, потвердите свой номер, набрав код из эсэмэс, который мы вам отправили.",urgency;sms_code_request,"Внесены правдоподобные ошибки ASR: 'подержки' вместо 'поддержки', 'продлеваецца' вместо 'продлевается', 'потвердите' вместо 'подтвердите', 'эсэмэс' вместо 'СМС'.","{'request_id': 'seed_010_gen_04_asr_noise', 'scenario': 'phone_number_extension'}",0.8633
seed_010_gen_04_paraphrase,seed_010_gen_04,paraphrase,suspicious,"Оператор: Добрый день, это служба техподдержки вашего мобильного оператора. Нам стало известно, что ваш номер телефона будет продлён. Клиент: Я ничего не заказывал. Оператор: Чтобы предотвратить эту операцию, пожалуйста, введите код из СМС, который мы вам отправили.",urgency;sms_code_request,"Переформулированы фразы, сохранены сигналы и суть сценария.","{'request_id': 'seed_010_gen_04_paraphrase', 'scenario': 'phone_number_extension'}",0.6061
seed_010_gen_04_subtle,seed_010_gen_04,subtle,suspicious,"Оператор: Добрый день, это служба техподдержки вашего мобильного оператора. У нас есть информация о продлении услуги на вашем номере. Клиент: Я ничего не оформлял. Оператор: Чтобы мы могли помочь, пожалуйста, введите код из сообщения, которое мы вам отправили.",urgency;sms_code_request,"Заменены формулировки на более завуалированные, сохранены ключевые сигналы.","{'request_id': 'seed_010_gen_04_subtle', 'scenario': 'phone_number_extension'}",0.2086
seed_010_gen_05_asr_noise,seed_010_gen_05,asr_noise,suspicious,"Оператор: Здравствуйте, это служба подержки вашего оператора. Ваш номер телефона продлевается. Клиент: Почему? Оператор: Это стандартная процедура для поддержания работы вашего номера. Но если вы хотете прекратить этот процесс, вам нужно будет потвердить свой номер, позвонив на указанный номер и следуя дальнейшим инструкциям.",urgency;sms_code_request,"Внесены правдоподобные ошибки ASR: 'подержки' вместо 'поддержки', 'хоте' вместо 'хотите', 'потвердить' вместо 'подтвердить'.","{'request_id': 'seed_010_gen_05_asr_noise', 'scenario': 'phone_number_extension'}",0.9833
seed_010_gen_05_paraphrase,seed_010_gen_05,paraphrase,suspicious,"Оператор: Добрый день, это служба техподдержки вашего мобильного оператора. Происходит автоматическое продление вашего номера. Клиент: Почему это происходит? Оператор: Это обычная практика для обеспечения функционирования вашего номера. Однако, если вы хотите прекратить этот процесс, вам необходимо будет подтвердить свой номер, позвонив на указанный номер и следуя дальнейшим инструкциям.",urgency;sms_code_request,"Переформулированы фразы, сохранены ключевые сигналы.","{'request_id': 'seed_010_gen_05_paraphrase', 'scenario': 'phone_number_extension'}",0.1025
seed_010_gen_05_subtle,seed_010_gen_05,subtle,suspicious,"Оператор: Здравствуйте, это служба техподдержки вашего мобильного оператора. В связи с некоторыми изменениями в системе, нам необходимо подтвердить вашу личность. Клиент: Почему мне это нужно делать? Оператор: Это требуется для обеспечения безопасности ваших данных. Если вы не хотите продолжать, вам нужно будет связаться с другим отделом через указанный номер.",urgency;sms_code_request,"Заменены формулировки на более завуалированные, сохранены сигналы.","{'request_id': 'seed_010_gen_05_subtle', 'scenario': 'phone_number_extension'}",0.3372
seed_011_gen_01_asr_noise,seed_011_gen_01,asr_noise,suspicious,"Оператор: Здравствуйте, у нас есть инфармация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по той ссылке: [ссылка], чтобы принять учасие.",phishing_link;urgency,"Внесены правдоподобные ошибки ASR: 'инфармация' вместо 'интересная информация', 'тоя' вместо 'эта', 'учасие' вместо 'участие'.","{'request_id': 'seed_011_gen_01_asr_noise', 'scenario': 'voting_link_phishing'}",0.9591
seed_011_gen_01_paraphrase,seed_011_gen_01,paraphrase,suspicious,"Оператор: Добрый день, у нас для вас важное предложение. Мы организуем исследование общественного мнения и просим вас пройти небольшую анкету. Перейдите по этой ссылке: [ссылка], чтобы принять участие.",phishing_link;urgency,"Переформулированы приветствие и описание исследования, сохранены сигналы phishing_link и urgency.","{'request_id': 'seed_011_gen_01_paraphrase', 'scenario': 'voting_link_phishing'}",0.4041
seed_011_gen_01_subtle,seed_011_gen_01,subtle,suspicious,"Оператор: Добрый день, у нас для вас важное предложение. Мы хотели бы узнать ваше мнение по некоторым вопросам. Перейдите по этой ссылке: [ссылка], чтобы принять участие в нашем исследовании.",phishing_link;urgency,"Формулировки сделаны менее прямыми, но сигналы сохранены.","{'request_id': 'seed_011_gen_01_subtle', 'scenario': 'voting_link_phishing'}",0.6299
seed_011_gen_02_asr_noise,seed_011_gen_02,asr_noise,suspicious,"Оператор: Здравствуйте, у нас есть инфармация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по этой сылке: [ссылка]. Клиент: Это гласование? Оператор: Да, именно так. Вы можете проголосовать за один из предложенных вариантов. Клиент: Хорошо, спасибо.",phishing_link;urgency,"Внесены правдоподобные ошибки ASR: 'инфаормация' вместо 'информация', 'сылке' вместо 'ссылке'.","{'request_id': 'seed_011_gen_02_asr_noise', 'scenario': 'voting_link_phishing'}",0.9408
seed_011_gen_02_paraphrase,seed_011_gen_02,paraphrase,suspicious,"Оператор: Добрый день, у нас для вас важное предложение. Мы организуем онлайн-опрос и хотели бы услышать ваше мнение. Перейдите по этой ссылке: [ссылка]. Клиент: Это голосование? Оператор: Да, именно так. Вы сможете выбрать один из предложенных вариантов. Клиент: Хорошо, спасибо.",phishing_link;urgency,"Формулировки изменены, сохранены ключевые элементы и сигналы.","{'request_id': 'seed_011_gen_02_paraphrase', 'scenario': 'voting_link_phishing'}",0.0619
seed_011_gen_02_subtle,seed_011_gen_02,subtle,suspicious,"Оператор: Добрый день, мы хотели бы получить ваше мнение по некоторым вопросам. Перейдите, пожалуйста, по этой ссылке: [ссылка]. Клиент: Это какой-то опрос? Оператор: Да, это исследование общественного мнения. Вы сможете высказать своё мнение по нескольким темам. Клиент: Хорошо, спасибо.",phishing_link;urgency,"Заменены формулировки на более завуалированные, сохранены сигналы.","{'request_id': 'seed_011_gen_02_subtle', 'scenario': 'voting_link_phishing'}",0.0542
seed_011_gen_03_asr_noise,seed_011_gen_03,asr_noise,suspicious,"Оператор: Здравствуйте, у нас есть интэрэсная инфармация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по тэй ссылке: [ссылка]. Клиент: Это говосование? Оператор: Да, именно так. Ваши ответы помагут нам сделать опрос более полным.",phishing_link;urgency,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_011_gen_03_asr_noise', 'scenario': 'voting_link_phishing'}",0.9722
seed_011_gen_03_paraphrase,seed_011_gen_03,paraphrase,suspicious,"Оператор: Добрый день! У нас для вас важное предложение. Мы организуем исследование общественного мнения и просим вас принять участие. Перейдите по этой ссылке: [ссылка]. Клиент: Это онлайн-опрос? Оператор: Да, именно так. Ваше участие будет очень ценным для нас.",phishing_link;urgency,"Формулировки изменены, сохранены ключевые элементы сценария и сигналов.","{'request_id': 'seed_011_gen_03_paraphrase', 'scenario': 'voting_link_phishing'}",0.0563
seed_011_gen_03_subtle,seed_011_gen_03,subtle,suspicious,"Оператор: Добрый день, мы хотели бы предложить вам принять участие в исследовании. Это займет всего несколько минут. Пожалуйста, откройте эту страницу: [ссылка]. Клиент: Это какой-то опрос? Оператор: Да, это исследование, которое поможет нам лучше понять ваши предпочтения.",phishing_link;urgency,"Формулировки сделаны менее явными, но сигналы сохранены.","{'request_id': 'seed_011_gen_03_subtle', 'scenario': 'voting_link_phishing'}",0.0516
seed_011_gen_04_asr_noise,seed_011_gen_04,asr_noise,suspicious,"Оператор: Здравствуйте, у нас есть инфармация для вас. Мы проводим опрос, и мы хотели бы узнать ваше мнение. Пожалуйста, перейдите по этой ссылке: [ссылка]. Клиент: Это гласование? Оператор: Да, именно так. Вы можите быстро проголосовать и получить бонусы.",phishing_link;urgency,"Внесены правдоподобные ошибки распознавания речи: 'инфармация' вместо 'интересная информация', 'голосование' вместо 'голосование', 'мозите' вместо 'можете'.","{'request_id': 'seed_011_gen_04_asr_noise', 'scenario': 'voting_link_phishing'}",0.9313
seed_011_gen_04_paraphrase,seed_011_gen_04,paraphrase,suspicious,"Оператор: Добрый день, у нас для вас важное предложение. Мы организуем онлайн-опрос и предлагаем вам принять участие. Перейдите по этой ссылке: [ссылка], чтобы оставить свой голос. Клиент: Это голосование? Оператор: Да, именно так. Ваше участие займет всего несколько минут и принесет вам приятные бонусы.",phishing_link;urgency,"Переформулированы предложения, сохранены сигналы и суть сценария.","{'request_id': 'seed_011_gen_04_paraphrase', 'scenario': 'voting_link_phishing'}",0.0838
seed_011_gen_04_subtle,seed_011_gen_04,subtle,suspicious,"Оператор: Добрый день, мы хотели бы предложить вам принять участие в небольшом исследовании. Если вы согласны, перейдите по этой ссылке: [ссылка]. Клиент: Это какое-то голосование? Оператор: Можно сказать и так, но это скорее исследование общественного мнения. Ваше участие будет очень ценным.",phishing_link;urgency,"Формулировки сделаны менее прямыми, но сигналы сохранены.","{'request_id': 'seed_011_gen_04_subtle', 'scenario': 'voting_link_phishing'}",0.0606
seed_011_gen_05_asr_noise,seed_011_gen_05,asr_noise,suspicious,"Сообщение: Привет, проголосуй, пожалуйста, за племянницу в детском конкурсе, нам не хватает совсем чутка. Клиент: Это точно ты отправила? Сообщение: Да, конечно, только потворись, голосование закрывается через десять минут. Клиент: Пришли сслыку. Сообщение: Вот сслыка, там нужно просто бистро зайти и нажать кнопку.",phishing_link;urgency,"Внесены правдоподобные ошибки распознавания речи: 'конкурс' -> 'конкрус', 'поторопись' -> 'потворись', 'ссылка' -> 'сслыка', 'быстро' -> 'бистро'.","{'request_id': 'seed_011_gen_05_asr_noise', 'scenario': 'voting_link_phishing'}",0.967
seed_011_gen_05_paraphrase,seed_011_gen_05,paraphrase,suspicious,"Сообщение: Привет, можешь помочь племяннице набрать голосов в конкурсе? Она уже почти выиграла, но времени мало. Клиент: Это точно твоя ссылка? Сообщение: Да, только скорее, голосование заканчивается через несколько минут. Клиент: Отправь мне, пожалуйста, ссылку. Сообщение: Вот она, просто зайди и нажми кнопку.",phishing_link;urgency,"Переформулированы фразы, сохранены сигналы и суть сценария.","{'request_id': 'seed_011_gen_05_paraphrase', 'scenario': 'voting_link_phishing'}",0.3918
seed_011_gen_05_subtle,seed_011_gen_05,subtle,suspicious,"Сообщение: Привет, помоги мне, пожалуйста, с голосованием за мою племянницу в конкурсе. Клиент: Это точно твоё голосование? Сообщение: Да, только торопись, время ограничено. Клиент: Отправь мне ссылку, пожалуйста. Сообщение: Вот ссылка, там нужно быстро зайти и нажать кнопочку.",phishing_link;urgency,"Формулировки сделаны менее прямыми, сохранены признаки phishing_link и urgency.","{'request_id': 'seed_011_gen_05_subtle', 'scenario': 'voting_link_phishing'}",0.1269
seed_012_gen_01_paraphrase,seed_012_gen_01,paraphrase,suspicious,"Администратор: Здравствуйте! В письме, которое мы направили вам, содержатся инструкции по возврату средств. Пожалуйста, внимательно следуйте им. Клиент: Я уже всё выполнил, всё прошло гладко. Администратор: Отлично, но убедитесь, что вы правильно скопировали ссылку из письма. Клиент: Да, я проверил её несколько раз. Администратор: Отлично, значит, всё в порядке. Клиент: Большое спасибо за помощь!",phishing_link;card_data_request,"Изменены формулировки в нескольких местах, сохранены ключевые сигналы.","{'request_id': 'seed_012_gen_01_paraphrase', 'scenario': 'marketplace_refund'}",0.0514
seed_012_gen_01_subtle,seed_012_gen_01,subtle,suspicious,"Администратор: Добрый день! Мы направили вам электронное письмо с подробностями возврата средств. Пожалуйста, внимательно следуйте нашим инструкциям. Клиент: Я уже выполнил все действия, всё прошло успешно. Администратор: Отлично, но убедитесь, что вы правильно скопировали ссылку из письма. Клиент: Да, я проверил её несколько раз. Администратор: Всё в порядке, тогда можете рассчитывать на возврат средств.",phishing_link;card_data_request,"Заменены формулировки, сделав мошеннические признаки менее очевидными.","{'request_id': 'seed_012_gen_01_subtle', 'scenario': 'marketplace_refund'}",0.1283
seed_012_gen_02_asr_noise,seed_012_gen_02,asr_noise,suspicious,"Администратор: Добрый день, у нас есть информация о том, что вы можите получить компенсацию за некачественный товар. Пожалуйста, заполните форму ниже для офрмления возврата.",phishing_link;card_data_request,Внесены правдоподобные ошибки распознавания речи.,"{'request_id': 'seed_012_gen_02_asr_noise', 'scenario': 'marketplace_refund'}",0.9914
seed_012_gen_02_paraphrase,seed_012_gen_02,paraphrase,suspicious,"Администратор: Здравствуйте, у нас есть данные о возможном возмещении за некачественный товар. Пожалуйста, заполните анкету ниже для оформления возврата.",phishing_link;card_data_request,"Формулировки изменены, сохранены ключевые элементы.","{'request_id': 'seed_012_gen_02_paraphrase', 'scenario': 'marketplace_refund'}",0.7523
seed_012_gen_02_subtle,seed_012_gen_02,subtle,suspicious,"Администратор: Добрый день, у нас есть информация о возможном возврате средств за некачественный товар. Пожалуйста, перейдите по ссылке ниже для подтверждения возврата.",phishing_link;card_data_request,"Заменил формулировки на более завуалированные, сохранив признаки.","{'request_id': 'seed_012_gen_02_subtle', 'scenario': 'marketplace_refund'}",0.7602
seed_012_gen_03_asr_noise,seed_012_gen_03,asr_noise,suspicious,"Клиент: Здравствуйте, я хочу вернуть деньги за покупку. Оператор: Конечно, я отправлю вам ссылку на форму обратной фидбэк. Клиент: Хорошо, но не могли бы вы потвердить, что это действительно ваша покупка? Оператор: Да, конечно, просто заполните форму и отправьте её нам.",phishing_link;card_data_request,Изменены формулировки 'обратная связь' на 'обратной фидбэк' и 'подтвердить' на 'потвердить'.,"{'request_id': 'seed_012_gen_03_asr_noise', 'scenario': 'marketplace_refund'}",0.9778
seed_012_gen_03_paraphrase,seed_012_gen_03,paraphrase,suspicious,"Клиент: Здравствуйте, мне необходимо вернуть средства за недавнюю покупку. Оператор: Без проблем, вот ссылка на форму для обращения. Клиент: Хорошо, но можно ли убедиться, что это действительно моя покупка? Оператор: Конечно, просто заполните форму и отправьте её нам.",phishing_link;card_data_request,"Формулировки изменены, сохранены ключевые сигналы.","{'request_id': 'seed_012_gen_03_paraphrase', 'scenario': 'marketplace_refund'}",0.1078
